iter	MultiClassOneVsAll
262	0.2346773604
263	0.2345169222
264	0.2343821105
265	0.234291051
266	0.2342140069
267	0.2341256601
268	0.2339961094
269	0.2338602291
270	0.2337144229
271	0.2336443455
272	0.2335328792
273	0.2334804137
274	0.2334086306
275	0.233302898
276	0.2331711072
277	0.2330052026
278	0.232952737
279	0.2328172883
280	0.2327375727
281	0.2326601587
282	0.2325356634
283	0.2323913574
284	0.2323201086
285	0.2322353992
286	0.2321532381
287	0.2320902507
288	0.2319695572
289	0.2318823407
290	0.2317749229
291	0.2316551131
292	0.2315439141
293	0.231422748
294	0.2313212693
295	0.2311951095
296	0.2310309516
297	0.2308684172
298	0.2307159321
299	0.2306294554
300	0.2304990826
301	0.2304302794
302	0.2303128946
303	0.2301986335
304	0.2301174588
305	0.2300006905
306	0.2299218175
307	0.2298488424
308	0.2297685719
309	0.2296414051
310	0.2295317268
311	0.2294331663
312	0.2293991346
313	0.2293327357
314	0.2292587537
315	0.2291236749
316	0.2289756287
317	0.2288806851
318	0.2287687668
319	0.2286455045
320	0.2284999038
321	0.2283405753
322	0.2282241153
323	0.228151428
324	0.2280489629
325	0.2279759879
326	0.2278343329
327	0.2277182223
328	0.2275930283
329	0.2275048047
330	0.227404333
331	0.2273512715
332	0.2273054027
333	0.2272222962
334	0.2271300242
335	0.22703543
336	0.2269636263
337	0.226862682
338	0.2267451739
339	0.2266384754
340	0.22649643
341	0.2264038086
342	0.2263129751
343	0.2262092976
344	0.2261226359
345	0.2260409268
346	0.2259655063
347	0.2258568144
348	0.22576072
349	0.2256348889
350	0.2256036726
351	0.22551175
352	0.2254177517
353	0.225365204
354	0.2252988257
355	0.2252057111
356	0.2251582393
357	0.225045951
358	0.2249493634
359	0.2248732647
360	0.2247667923
361	0.22466182
362	0.2245669998
363	0.2244621303
364	0.2243760645
365	0.2242950131
366	0.2242402253
367	0.2241437199
368	0.2240682788
369	0.2239194106
370	0.2237822356
371	0.2236616655
372	0.2235650984
373	0.2234980625
374	0.2233746975
375	0.2232879741
376	0.2232044567
377	0.2231287895
378	0.2230367025
379	0.2229499997
380	0.2228322861
381	0.2227474945
382	0.2226748894
383	0.222539379
384	0.2224732267
385	0.2223301126
386	0.2222675773
387	0.2221503364
388	0.2220191005
389	0.2218958794
390	0.2218225755
391	0.2216937852
392	0.2216074317
393	0.2214996852
394	0.2214328548
395	0.2213487619
396	0.2213015983
397	0.2211534494
398	0.2210696647
399	0.2210023206
400	0.2209059179
401	0.2208744139
402	0.2207793265
403	0.2207250524
404	0.2206595578
405	0.220570204
406	0.2204993662
407	0.2204207398
408	0.2203282417
409	0.2202346339
410	0.2201969237
411	0.2201233527
412	0.220028964
413	0.2198866719
414	0.2198090935
415	0.2196622187
416	0.2196122397
417	0.2195231531
418	0.2194156737
419	0.2192999535
420	0.2192188815
421	0.2191716563
422	0.219073774
423	0.2189758301
424	0.2188879559
425	0.2188205501
426	0.2187570283
427	0.2186978221
428	0.2186117358
429	0.2185377949
430	0.2184690122
431	0.2183637728
432	0.2182405928
433	0.2181628089
434	0.2180837098
435	0.2180528634
436	0.2179258199
437	0.2178536258
438	0.217778719
439	0.2177071414
440	0.2176231102
441	0.2175733367
442	0.2174747146
443	0.2174138849
444	0.2173410127
445	0.2172607833
446	0.2171680797
447	0.2171035304
448	0.2170232188
449	0.2169664993
450	0.2168888593
451	0.2168117947
452	0.2167351
453	0.2167041714
454	0.2166404647
455	0.2165559403
456	0.2165201412
457	0.2164614488
458	0.2163980914
459	0.2163217461
460	0.2162210689
461	0.21614571
462	0.2160733721
463	0.215995506
464	0.2159136326
465	0.2158331566
466	0.2157348016
467	0.2156656696
468	0.2156102241
469	0.2155364271
470	0.2154698638
471	0.2154002591
472	0.2153303256
473	0.2152724757
474	0.2152175235
475	0.215148823
476	0.2150638876
477	0.2150127167
478	0.2149496265
479	0.2148952291
480	0.2148391467
481	0.21475715
482	0.2147065339
483	0.2146367237
484	0.2145527747
485	0.2144932397
486	0.2144389862
487	0.2143483583
488	0.2142762875
489	0.2141972911
490	0.2141145751
491	0.2140443128
492	0.2139511571
493	0.2138912933
494	0.2137794161
495	0.213690761
496	0.2136075723
497	0.2135190816
498	0.2134323994
499	0.2133583351
500	0.2133156311
501	0.2132226398
502	0.2131601045
503	0.2130790325
504	0.2129688815
505	0.212921944
506	0.2128212874
507	0.2127817481
508	0.2127376055
509	0.212667076
510	0.2125265102
511	0.2124552203
512	0.2123642636
513	0.2122870962
514	0.2122645317
515	0.2121561892
516	0.2120467369
517	0.211977687
518	0.2119263723
519	0.2118313671
520	0.2117895672
521	0.2117496169
522	0.2117125232
523	0.2116568312
524	0.2115757387
525	0.2115030924
526	0.2114017165
527	0.2112803039
528	0.2111555825
529	0.2111007536
530	0.211024881
531	0.2109490905
532	0.2108727452
533	0.210799092
534	0.2107212465
535	0.2106715552
536	0.2105920246
537	0.2104877921
538	0.2104023635
539	0.2103260387
540	0.2102283825
541	0.2101679638
542	0.2101136076
543	0.2100460374
544	0.2100118618
545	0.2099223847
546	0.2098116171
547	0.2097724272
548	0.2097245239
549	0.2096175377
550	0.2095931647
551	0.2095507278
552	0.2094846783
553	0.2094045312
554	0.2093037307
555	0.2092265428
556	0.2091973404
557	0.2091284139
558	0.2090120155
559	0.2089733599
560	0.208894754
561	0.2087875007
562	0.2087131898
563	0.2086225413
564	0.2085626365
565	0.2085132329
566	0.2084397441
567	0.2083829218
568	0.2083181465
569	0.2082703459
570	0.2082132564
571	0.2080853498
572	0.208018581
573	0.2079799048
574	0.2079295354
575	0.2078560466
576	0.2078067869
577	0.2077071373
578	0.2076781816
579	0.207640163
580	0.2075447879
581	0.207463942
582	0.2074083733
583	0.2073300551
584	0.2072818024
585	0.2072201302
586	0.2071583141
587	0.2071168636
588	0.207067008
589	0.2070321131
590	0.2069822986
591	0.2069059327
592	0.2068623655
593	0.2068004672
594	0.2067384046
595	0.2067036947
596	0.2066796505
597	0.2065974277
598	0.2065065121
599	0.2064360647
600	0.2063685562
601	0.206309946
602	0.2062554048
603	0.206220921
604	0.2061401367
605	0.2060762656
606	0.2060277663
607	0.2059868912
608	0.2059069701
609	0.2058183355
610	0.2057442919
611	0.2056420118
612	0.2055478285
613	0.2054579815
614	0.2054014675
615	0.2053806703
616	0.2052726977
617	0.2052107994
618	0.2051445444
619	0.2050747136
620	0.2050251251
621	0.2049796262
622	0.2048129612
623	0.2047332661
624	0.2046624283
625	0.2045740815
626	0.204534871
627	0.2044213292
628	0.2043258718
629	0.2042944295
630	0.2042108093
631	0.2041806616
632	0.2041472669
633	0.2040797789
634	0.2039929734
635	0.2039328219
636	0.2038472288
637	0.2037751169
638	0.2037346117
639	0.2036917227
640	0.2036018551
641	0.2035131795
642	0.2034128928
643	0.2033177231
644	0.2032071611
645	0.2031338984
646	0.2030450172
647	0.2029826463
648	0.2029060955
649	0.2028313531
650	0.2027952663
651	0.2027504044
652	0.202694548
653	0.2026075575
654	0.2025610927
655	0.2025186352
656	0.2024599429
657	0.202371596
658	0.2022871949
659	0.2022361267
660	0.2022016223
661	0.202155548
662	0.2020826141
663	0.2019967538
664	0.2019451103
665	0.201878321
666	0.2018345483
667	0.2016898313
668	0.2016404894
669	0.20155317
670	0.2014790853
671	0.2014317985
672	0.2014015891
673	0.201370866
674	0.2013101803
675	0.2012261696
676	0.2011329111
677	0.2011032361
678	0.2010434135
679	0.2009956334
680	0.2009487987
681	0.2008669458
682	0.2008070204
683	0.2007213657
684	0.2006552134
685	0.2005752512
686	0.2005582353
687	0.200510147
688	0.2004734848
689	0.2004380351
690	0.2003957832
691	0.2003231781
692	0.200287194
693	0.2001861059
694	0.2000639328
695	0.1999886766
696	0.1999393142
697	0.1999062278
698	0.1998425416
699	0.1997610998
700	0.1997053461
701	0.1996769452
702	0.1996128686
703	0.1995662599
704	0.1995154795
705	0.1994414975
706	0.1994038694
707	0.1993260034
708	0.1992713594
709	0.1992318407
710	0.1991839374
711	0.1991177646
712	0.1990841233
713	0.1990228621
714	0.1989598952
715	0.1989101423
716	0.1988239532
717	0.198786469
718	0.198733017
719	0.1985903961
720	0.1985408899
721	0.1984887942
722	0.1984585027
723	0.198396029
724	0.1982983933
725	0.198201744
726	0.1981462575
727	0.1980724604
728	0.1980356955
729	0.1979579116
730	0.1978521585
731	0.1978083447
732	0.1977512758
733	0.1976869525
734	0.1975962013
735	0.197551175
736	0.1974465932
737	0.1974003956
738	0.197312768
739	0.1972441291
740	0.1971994522
741	0.1971275047
742	0.1970961857
743	0.1970210939
744	0.196958949
745	0.1969259654
746	0.1969027227
747	0.1968518601
748	0.1968244456
749	0.1967645819
750	0.1967343109
751	0.1966433541
752	0.1965624671
753	0.1964930062
754	0.1964085845
755	0.1963341504
756	0.1962784995
757	0.1962577229
758	0.1961925982
759	0.1961585048
760	0.196060828
761	0.1960298583
762	0.1959663776
763	0.1958809695
764	0.1958478009
765	0.1958137692
766	0.1957524258
767	0.1956987066
768	0.1956374454
769	0.1955605041
770	0.1955219307
771	0.1954719723
772	0.1953971683
773	0.1953334205
774	0.1952526568
775	0.1951816546
776	0.1950991852
777	0.1950431233
778	0.1949852735
779	0.194895447
780	0.1948485095
781	0.1948014898
782	0.1947358514
783	0.1946599787
784	0.1945929017
785	0.1945469917
786	0.1944913203
787	0.1944186946
788	0.1943579266
789	0.1943264637
790	0.1942431312
791	0.1942062224
792	0.1941643198
793	0.1940966879
794	0.1940625329
795	0.1940198699
796	0.1939422505
797	0.1938786054
798	0.1938446353
799	0.1937635634
800	0.1937076659
801	0.193636191
802	0.1935772931
803	0.1935403021
804	0.1934913301
805	0.1933749729
806	0.1933159517
807	0.1932501488
808	0.1931798042
809	0.1931113914
810	0.1930276068
811	0.1929676197
812	0.1929396299
813	0.1928565234
814	0.1927905972
815	0.1927481192
816	0.1927106555
817	0.1926540388
818	0.1926201714
819	0.1925609858
820	0.1924876409
821	0.1922988018
822	0.1922366775
823	0.1921578455
824	0.1920430912
825	0.1919697874
826	0.191913931
827	0.1918450455
828	0.1916901354
829	0.1916454174
830	0.1915447813
831	0.1914823076
832	0.1914071337
833	0.1913484618
834	0.1912957086
835	0.1912203497
836	0.1911807487
837	0.191110733
838	0.1910427517
839	0.1909393619
840	0.1909055562
841	0.1908708052
842	0.1908381915
843	0.1907815336
844	0.1907192449
845	0.1906910906
846	0.1906030726
847	0.190584536
848	0.190543291
849	0.1905069987
850	0.1904434769
851	0.1903903332
852	0.190367892
853	0.1902686533
854	0.1902037752
855	0.1901509397
856	0.1901333074
857	0.1900693129
858	0.1900091203
859	0.1899049907
860	0.1898113007
861	0.1897346676
862	0.1896939981
863	0.1896084461
864	0.1895579739
865	0.1894980485
866	0.1894397466
867	0.1894199358
868	0.1893651481
869	0.1892993657
870	0.1892589633
871	0.1892048537
872	0.1891649856
873	0.1891098485
874	0.1890664663
875	0.1890264132
876	0.1889485883
877	0.1888494113
878	0.1887664898
879	0.188721854
880	0.188691172
881	0.1886539138
882	0.1885843913
883	0.1885422832
884	0.1884797478
885	0.1884473396
886	0.1883782281
887	0.1883160215
888	0.1882595486
889	0.1881896767
890	0.1881384853
891	0.1881000968
892	0.1880705862
893	0.1880298139
894	0.1879937888
895	0.1878766917
896	0.1878130877
897	0.1877315637
898	0.1876366818
899	0.1875826338
900	0.1875674469
901	0.1874957255
902	0.1874506376
903	0.1873985008
904	0.1872978031
905	0.1872728547
906	0.1872568458
907	0.1871844462
908	0.1871366456
909	0.1871230617
910	0.1870716647
911	0.1870295155
912	0.1870010325
913	0.1869447034
914	0.1868953204
915	0.1868486501
916	0.1867499252
917	0.186677505
918	0.1866284303
919	0.1865576542
920	0.1865506875
921	0.1865174778
922	0.1864860355
923	0.1864073474
924	0.1863689384
925	0.1863326872
926	0.1862939083
927	0.1861916282
928	0.1861062201
929	0.186017154
930	0.1859470971
931	0.1858886513
932	0.1858069218
933	0.1857145881
934	0.1856909755
935	0.1856368659
936	0.1856297759
937	0.1855445117
938	0.1855093291
939	0.1854418822
940	0.1853962805
941	0.1853785659
942	0.1853148181
943	0.1852366643
944	0.1851968374
945	0.1851638948
946	0.185083686
947	0.1850174515
948	0.1849547518
949	0.1848796189
950	0.1848049999
951	0.184684738
952	0.1846428765
953	0.1845790259
954	0.1845195115
955	0.184475821
956	0.1843842683
957	0.1843494146
958	0.184329275
959	0.1842841254
960	0.1842097735
961	0.1841345379
962	0.1840953275
963	0.1840233594
964	0.1839598376
965	0.1838960693
966	0.1838686137
967	0.1838170935
968	0.1837968717
969	0.183736412
970	0.1836814187
971	0.1836106837
972	0.1835494635
973	0.1835161511
974	0.1834700767
975	0.1834064728
976	0.1833105222
977	0.1832576456
978	0.1832214561
979	0.1831992204
980	0.183144371
981	0.1830144298
982	0.1829363788
983	0.1828386609
984	0.1828022864
985	0.1827628704
986	0.1826963482
987	0.1826529455
988	0.1826063163
989	0.1825614544
990	0.1824624624
991	0.1824062566
992	0.1823386041
993	0.1822844123
994	0.1822372077
995	0.1821658562
996	0.1821123219
997	0.1820658571
998	0.1820100829
999	0.1819808806
1000	0.1818900266
1001	0.1818337591
1002	0.1818017414
1003	0.1817478578
1004	0.1817041468
1005	0.1816358367
1006	0.1815967085
1007	0.1815297342
1008	0.1815186163
1009	0.1814624106
1010	0.1813831676
1011	0.1812954784
1012	0.1812553637
1013	0.1811926023
1014	0.1811397463
1015	0.1810708197
1016	0.1810137508
1017	0.1809406319
1018	0.1809218281
1019	0.1809057165
1020	0.1808800489
1021	0.1808216031
1022	0.1807417025
1023	0.180696779
1024	0.1806526775
1025	0.1805550829
1026	0.1805268464
1027	0.180463448
1028	0.1804223879
1029	0.1803708471
1030	0.1802812056
1031	0.1802203554
1032	0.1801902899
1033	0.1801438662
1034	0.1801202536
1035	0.1799909701
1036	0.1799157756
1037	0.1798637621
1038	0.1797880333
1039	0.1797176477
1040	0.1796626955
1041	0.1796027084
1042	0.1795350971
1043	0.1794773705
1044	0.1794421263
1045	0.1793947984
1046	0.1793359211
1047	0.1792865997
1048	0.1792195022
1049	0.1791801067
1050	0.1791457256
1051	0.1791215787
1052	0.179085903
1053	0.1790385956
1054	0.1790251555
1055	0.1789799443
1056	0.1789121069
1057	0.1788445778
1058	0.1787469832
1059	0.1787073206
1060	0.1786610613
1061	0.1786441071
1062	0.1786187477
1063	0.1785714198
1064	0.1785419503
1065	0.1784927933
1066	0.1784481986
1067	0.1783940685
1068	0.1783758196
1069	0.1783184424
1070	0.1782513243
1071	0.1781609429
1072	0.1781084568
1073	0.1780464147
1074	0.1780038134
1075	0.1779637603
1076	0.1779201726
1077	0.1778888535
1078	0.1778360181
1079	0.1777756611
1080	0.1777301005
1081	0.1776743879
1082	0.1776334307
1083	0.1776229088
1084	0.1775779031
1085	0.177510826
1086	0.1774727047
1087	0.1774364741
1088	0.1773687806
1089	0.1772837835
1090	0.1772526699
1091	0.1771877096
1092	0.1771032263
1093	0.1770615497
1094	0.1770116119
1095	0.1769534949
1096	0.1768987688
1097	0.1768369732
1098	0.176784035
1099	0.1767407761
1100	0.1766920507
1101	0.176633235
1102	0.1766092525
1103	0.1765285094
1104	0.1764295995
1105	0.1763712771
1106	0.1763506649
1107	0.1762934315
1108	0.1762403084
1109	0.1761893224
1110	0.1761210946
1111	0.1760623816
1112	0.1760032371
1113	0.1759445036
1114	0.1758925107
1115	0.1758372092
1116	0.1757579457
1117	0.1756970749
1118	0.1756486373
1119	0.1756016998
1120	0.1755480012
1121	0.175506078
1122	0.1754671758
1123	0.1753951461
1124	0.1753097586
1125	0.1752716373
1126	0.1751934835
1127	0.175076407
1128	0.1750210849
1129	0.174964838
1130	0.1749164825
1131	0.1748869308
1132	0.1748013172
1133	0.1747501258
1134	0.1746773973
1135	0.1746473319
1136	0.1746004766
1137	0.1745698563
1138	0.1745201445
1139	0.1744890515
1140	0.1744692202
1141	0.1744367298
1142	0.1744058423
1143	0.1743389297
1144	0.174274627
1145	0.1741418909
1146	0.1740960426
1147	0.1740347609
1148	0.1739865492
1149	0.1739357072
1150	0.1739005863
1151	0.1738646022
1152	0.1738318858
1153	0.1737979979
1154	0.1737420182
1155	0.1737105347
1156	0.1736731943
1157	0.1735834501
1158	0.1735274498
1159	0.1735071253
1160	0.1734199909
1161	0.173334439
1162	0.173258443
1163	0.1732358168
1164	0.1731946335
1165	0.1731784397
1166	0.1730979637
1167	0.173030414
1168	0.1729962384
1169	0.1729485611
1170	0.1728909579
1171	0.1728227301
1172	0.1727716003
1173	0.1727400141
1174	0.1726402
1175	0.1726199577
1176	0.1725720544
1177	0.1725472909
1178	0.1725048746
1179	0.1724649038
1180	0.1724094378
1181	0.172365028
1182	0.1723277493
1183	0.1722512602
1184	0.1721952804
1185	0.1721675166
1186	0.1720785635
1187	0.1719995467
1188	0.1719534209
1189	0.1719205092
1190	0.1718693178
1191	0.1718183421
1192	0.1717863346
1193	0.1717103695
1194	0.1716608735
1195	0.1715772019
1196	0.1714341905
1197	0.1713650379
1198	0.1713280469
1199	0.1712736188
1200	0.1712129124
1201	0.1711383344
1202	0.1710952399
1203	0.1710374415
1204	0.1709473067
1205	0.1708959509
1206	0.1708658649
1207	0.1708174375
1208	0.1707776927
1209	0.1707315978
1210	0.1706927161
1211	0.170614213
1212	0.1705798217
1213	0.1705179028
1214	0.170469383
1215	0.1704018538
1216	0.1702930386
1217	0.1702189128
1218	0.1701780274
1219	0.1701450541
1220	0.1700870193
1221	0.1700530595
1222	0.1699917161
1223	0.1699686789
1224	0.1699288005
1225	0.1698773214
1226	0.1698076139
1227	0.1697429721
1228	0.169700936
1229	0.1696845674
1230	0.1696485526
1231	0.1695860994
1232	0.1695449572
1233	0.169509826
1234	0.1694545348
1235	0.169413968
1236	0.1694007026
1237	0.1693676984
1238	0.1692808723
1239	0.1691933166
1240	0.1691254176
1241	0.1690711127
1242	0.1689982918
1243	0.1689602219
1244	0.1689374519
1245	0.1688805782
1246	0.1688487968
1247	0.1688015408
1248	0.1687437218
1249	0.1687225445
1250	0.1686511621
1251	0.1685513891
1252	0.1685245604
1253	0.1684742732
1254	0.16840958
1255	0.1683729897
1256	0.1683235657
1257	0.1682542794
1258	0.1682111747
1259	0.1681621205
1260	0.1681324557
1261	0.1680495959
1262	0.1679819743
1263	0.167962328
1264	0.1679090506
1265	0.1678689565
1266	0.1678147544
1267	0.167772821
1268	0.1677519005
1269	0.1677241367
1270	0.1676456541
1271	0.1675788237
1272	0.1675310026
1273	0.1674621479
1274	0.1673851964
1275	0.1673171329
1276	0.1672655099
1277	0.1672082766
1278	0.1671416825
1279	0.1670991326
1280	0.1670353231
1281	0.1669894337
1282	0.1669362797
1283	0.1668968226
1284	0.1668551461
1285	0.1668174461
1286	0.1667657204
1287	0.1667199543
1288	0.1666312581
1289	0.1665411028
1290	0.1665044303
1291	0.1664510297
1292	0.1663615114
1293	0.1663184375
1294	0.1662561282
1295	0.1662119137
1296	0.1661752206
1297	0.1661475493
1298	0.1660943028
1299	0.1660699812
1300	0.1660039626
1301	0.1659690574
1302	0.1659095019
1303	0.1658795289
1304	0.1657817083
1305	0.1657040477
1306	0.1656554765
1307	0.165599096
1308	0.1655521585
1309	0.1654434564
1310	0.1654049138
1311	0.1653666898
1312	0.1653048223
1313	0.1652605153
1314	0.165229597
1315	0.1651785802
1316	0.1651551937
1317	0.1651289712
1318	0.1650725394
1319	0.1650401722
1320	0.1650295681
1321	0.1649537571
1322	0.1648959895
1323	0.1648149176
1324	0.1647863728
1325	0.1647402574
1326	0.1646965053
1327	0.1646727899
1328	0.1645728834
1329	0.1645351423
1330	0.164508817
1331	0.164465743
1332	0.1644294302
1333	0.1643517799
1334	0.1642506815
1335	0.1641820734
1336	0.1641274089
1337	0.1640658703
1338	0.1640127677
1339	0.1639337199
1340	0.1638703523
1341	0.1637866293
1342	0.163739774
1343	0.1637142605
1344	0.1636785745
1345	0.1636143643
1346	0.1635760683
1347	0.163518835
1348	0.1634805288
1349	0.1634612832
1350	0.1634201512
1351	0.1633805811
1352	0.1633226491
1353	0.1632603398
1354	0.1632155807
1355	0.1631332243
1356	0.1630803272
1357	0.1630337185
1358	0.1629786533
1359	0.1629409225
1360	0.1628689647
1361	0.162859645
1362	0.1628471606
1363	0.1628202188
1364	0.162763489
1365	0.1627187504
1366	0.1626625446
1367	0.162612689
1368	0.1625838463
1369	0.1625645082
1370	0.1624908139
1371	0.1624063819
1372	0.1623759979
1373	0.1623523031
1374	0.1623229775
1375	0.1622922339
1376	0.1622448443
1377	0.1621656527
1378	0.1621200613
1379	0.1620290223
1380	0.1619909935
1381	0.1619029446
1382	0.1618496571
1383	0.1618077647
1384	0.1617227163
1385	0.1616919212
1386	0.1616509229
1387	0.1616046122
1388	0.1615685768
1389	0.1615505231
1390	0.1615111688
1391	0.1614639334
1392	0.1614094641
1393	0.1613352663
1394	0.1612919868
1395	0.1612540608
1396	0.1612146551
1397	0.1611835005
1398	0.1611432522
1399	0.1610906633
1400	0.1610434587
1401	0.1610024192
1402	0.1609380651
1403	0.1609166206
1404	0.1608680083
1405	0.1607972733
1406	0.1607734757
1407	0.1607176604
1408	0.1606647735
1409	0.1606069546
1410	0.1605940385
1411	0.1605541293
1412	0.1605110759
1413	0.160449003
1414	0.1603928486
1415	0.1603641703
1416	0.1603089201
1417	0.1602734498
1418	0.1602147677
1419	0.1601638845
1420	0.1601221977
1421	0.1600726298
1422	0.1600410538
1423	0.1599987916
1424	0.1599576494
1425	0.1599015875
1426	0.1598616167
1427	0.15982143
1428	0.1597772361
1429	0.1597206809
1430	0.1596675577
1431	0.1595855199
1432	0.1595134902
1433	0.1594393232
1434	0.1593477602
1435	0.1593161843
1436	0.1592706443
1437	0.1592331189
1438	0.1591837462
1439	0.1591225981
1440	0.159077469
1441	0.1590138959
1442	0.1589361839
1443	0.1588648221
1444	0.1588268858
1445	0.1587843153
1446	0.158744139
1447	0.1587015685
1448	0.1586474692
1449	0.1585985486
1450	0.1585408529
1451	0.1584976761
1452	0.1584795506
1453	0.1584612606
1454	0.1584237455
1455	0.1584090621
1456	0.1583890973
1457	0.1583450985
1458	0.1582537821
1459	0.1581988813
1460	0.1581628048
1461	0.158104133
1462	0.1580604528
1463	0.1580374875
1464	0.157960762
1465	0.1579213255
1466	0.1578917635
1467	0.1578606911
1468	0.1578372429
1469	0.1577910247
1470	0.1577411279
1471	0.1577040958
1472	0.1576479517
1473	0.1576152968
1474	0.1576038502
1475	0.1575411813
1476	0.1574987855
1477	0.1574772999
1478	0.1574364864
1479	0.1573529073
1480	0.1573206635
1481	0.1572672321
1482	0.1572398587
1483	0.1572054982
1484	0.1571245084
1485	0.1570813214
1486	0.1570198239
1487	0.1569811477
1488	0.1569025419
1489	0.1568776346
1490	0.1568209561
1491	0.1567914969
1492	0.1567515466
1493	0.1567227245
1494	0.1566735264
1495	0.1566263629
1496	0.1565690885
1497	0.1565143932
1498	0.1564852628
1499	0.1564093182
1500	0.1563577671
1501	0.1562964854
1502	0.1562643443
1503	0.1562176637
1504	0.156155488
1505	0.1560628974
1506	0.1559690533
1507	0.1559310142
1508	0.1558854537
1509	0.1558590565
