iter	Passed	Remaining
1673	13275	2585
1674	13283	2577
1675	13291	2569
1676	13299	2561
1677	13307	2553
1678	13316	2545
1679	13325	2538
1680	13332	2530
1681	13339	2521
1682	13346	2513
1683	13352	2505
1684	13359	2497
1685	13365	2489
1686	13372	2481
1687	13380	2473
1688	13387	2465
1689	13396	2457
1690	13404	2449
1691	13412	2441
1692	13419	2433
1693	13427	2425
1694	13435	2417
1695	13442	2409
1696	13451	2401
1697	13458	2393
1698	13466	2385
1699	13474	2377
1700	13482	2369
1701	13491	2362
1702	13502	2354
1703	13511	2347
1704	13519	2339
1705	13527	2331
1706	13534	2323
1707	13542	2315
1708	13549	2307
1709	13556	2299
1710	13563	2290
1711	13569	2282
1712	13577	2274
1713	13585	2266
1714	13595	2259
1715	13603	2251
1716	13613	2243
1717	13621	2235
1718	13628	2227
1719	13636	2219
1720	13643	2211
1721	13652	2204
1722	13660	2196
1723	13668	2188
1724	13676	2180
1725	13684	2172
1726	13692	2164
1727	13700	2156
1728	13709	2148
1729	13717	2140
1730	13725	2132
1731	13733	2125
1732	13741	2117
1733	13749	2109
1734	13757	2101
1735	13764	2093
1736	13772	2085
1737	13780	2077
1738	13787	2069
1739	13794	2061
1740	13801	2053
1741	13808	2045
1742	13815	2037
1743	13822	2029
1744	13830	2021
1745	13837	2013
1746	13845	2005
1747	13852	1997
1748	13861	1989
1749	13868	1981
1750	13876	1973
1751	13884	1965
1752	13891	1957
1753	13899	1949
1754	13908	1941
1755	13916	1933
1756	13924	1925
1757	13932	1917
1758	13941	1910
1759	13953	1902
1760	13961	1894
1761	13969	1886
1762	13978	1879
1763	13986	1871
1764	13995	1863
1765	14002	1855
1766	14009	1847
1767	14017	1839
1768	14025	1831
1769	14034	1823
1770	14042	1815
1771	14050	1807
1772	14060	1800
1773	14067	1792
1774	14075	1784
1775	14084	1776
1776	14091	1768
1777	14099	1760
1778	14109	1752
1779	14115	1744
1780	14123	1736
1781	14130	1728
1782	14137	1720
1783	14144	1712
1784	14151	1704
1785	14158	1696
1786	14165	1688
1787	14172	1680
1788	14179	1672
1789	14186	1664
1790	14193	1656
1791	14200	1648
1792	14207	1640
1793	14213	1632
1794	14220	1624
1795	14227	1615
1796	14234	1608
1797	14242	1600
1798	14249	1592
1799	14259	1584
1800	14266	1576
1801	14274	1568
1802	14283	1560
1803	14292	1552
1804	14299	1544
1805	14309	1537
1806	14317	1529
1807	14324	1521
1808	14333	1513
1809	14339	1505
1810	14347	1497
1811	14353	1489
1812	14360	1481
1813	14367	1473
1814	14374	1465
1815	14380	1457
1816	14387	1449
1817	14394	1440
1818	14400	1432
1819	14407	1424
1820	14415	1416
1821	14421	1408
1822	14429	1401
1823	14437	1393
1824	14444	1385
1825	14452	1377
1826	14459	1369
1827	14468	1361
1828	14477	1353
1829	14486	1345
1830	14495	1337
1831	14503	1330
1832	14510	1322
1833	14519	1314
1834	14528	1306
1835	14537	1298
1836	14547	1290
1837	14556	1283
1838	14566	1275
1839	14576	1267
1840	14585	1259
1841	14593	1251
1842	14601	1243
1843	14608	1235
1844	14616	1227
1845	14625	1220
1846	14633	1212
1847	14642	1204
1848	14651	1196
1849	14662	1188
1850	14670	1180
1851	14679	1173
1852	14688	1165
1853	14697	1157
1854	14708	1149
1855	14717	1141
1856	14726	1133
1857	14734	1126
1858	14742	1118
1859	14750	1110
1860	14759	1102
1861	14767	1094
1862	14775	1086
1863	14783	1078
1864	14791	1070
1865	14799	1062
1866	14808	1054
1867	14816	1046
1868	14824	1039
1869	14832	1031
1870	14840	1023
1871	14852	1015
1872	14864	1007
1873	14872	999
1874	14881	992
1875	14891	984
1876	14900	976
1877	14907	968
1878	14916	960
1879	14925	952
1880	14934	944
1881	14942	936
1882	14949	928
1883	14956	920
1884	14965	913
1885	14974	905
1886	14982	897
1887	14990	889
1888	14997	881
1889	15005	873
1890	15013	865
1891	15020	857
1892	15028	849
1893	15036	841
1894	15044	833
1895	15052	825
1896	15060	817
1897	15068	809
1898	15078	801
1899	15087	794
1900	15095	786
1901	15105	778
1902	15115	770
1903	15125	762
1904	15134	754
1905	15143	746
1906	15151	738
1907	15158	730
1908	15166	722
1909	15175	715
1910	15182	707
1911	15190	699
1912	15198	691
1913	15205	683
1914	15212	675
1915	15219	667
1916	15226	659
1917	15234	651
1918	15241	643
1919	15248	635
1920	15256	627
1921	15265	619
1922	15273	611
1923	15281	603
1924	15289	595
1925	15298	587
1926	15306	579
1927	15315	571
1928	15323	564
1929	15331	556
1930	15338	548
1931	15345	540
1932	15353	532
1933	15360	524
1934	15366	516
1935	15373	508
1936	15380	500
1937	15387	492
1938	15394	484
1939	15401	476
1940	15407	468
1941	15414	460
1942	15421	452
1943	15428	444
1944	15435	436
1945	15444	428
1946	15451	420
1947	15459	412
1948	15466	404
1949	15474	396
1950	15482	388
1951	15489	380
1952	15498	372
1953	15507	365
1954	15514	357
1955	15523	349
1956	15531	341
1957	15539	333
1958	15548	325
1959	15557	317
1960	15566	309
1961	15575	301
1962	15582	293
1963	15590	285
1964	15598	277
1965	15605	269
1966	15613	261
1967	15620	253
1968	15627	246
1969	15635	238
1970	15644	230
1971	15653	222
1972	15662	214
1973	15670	206
1974	15678	198
1975	15686	190
1976	15694	182
1977	15701	174
1978	15711	166
1979	15721	158
1980	15730	150
1981	15740	142
1982	15749	135
1983	15757	127
1984	15764	119
1985	15774	111
1986	15781	103
1987	15789	95
1988	15797	87
1989	15805	79
1990	15814	71
1991	15822	63
1992	15830	55
1993	15839	47
1994	15849	39
1995	15858	31
1996	15867	23
1997	15876	15
1998	15885	7
1999	15895	0
